t_ms,pan_deg,tilt_deg,nod_deg,pan_unit,tilt_unit,nod_unit,led
14400,0.0,-8.0,-42.0,512,484,368,15
14433,0.0,-8.0,-42.0,512,484,368,15
14467,0.0,-8.0,-42.0,512,484,368,14
14500,0.0,-8.0,-42.0,512,484,368,13
14533,0.0,-8.0,-42.0,512,484,368,13
14567,0.0,-8.0,-42.0,512,484,368,13
14600,0.0,-8.0,-42.0,512,484,368,12
14633,0.0,-8.0,-42.0,512,484,368,12
14667,0.0,-8.0,-42.0,512,484,368,11
14700,0.0,-8.0,-42.0,512,484,368,11
14733,0.0,-8.0,-42.0,512,484,368,11
14767,0.0,-8.0,-42.0,512,484,368,10
14800,0.0,-8.0,-42.0,512,484,368,10
14833,0.0,-8.0,-42.0,512,484,368,10
14867,0.0,-8.0,-42.0,512,484,368,10
14900,0.0,-8.0,-42.0,512,484,368,10
14933,0.0,-8.0,-42.0,512,484,368,10
14967,0.0,-8.0,-42.0,512,484,368,10
15000,0.0,-8.0,-42.0,512,484,368,10
15033,0.0,-8.0,-42.0,512,484,368,10
15067,0.0,-8.0,-42.0,512,484,368,10
15100,0.0,-8.0,-42.0,512,484,368,10
15133,0.0,-8.0,-42.0,512,484,368,11
15167,0.0,-8.0,-42.0,512,484,368,11
15200,0.0,-8.0,-42.0,512,484,368,12
15233,0.0,-8.0,-42.0,512,484,368,13
15267,0.0,-8.0,-42.0,512,484,368,14
15300,0.0,-8.0,-42.0,512,484,368,15
15333,0.0,-8.0,-42.0,512,484,368,16
15367,0.0,-8.0,-42.0,512,484,368,17
15400,0.0,-8.0,-42.0,512,484,368,19
15433,0.0,-8.0,-42.0,512,484,368,20
15467,0.0,-8.0,-42.0,512,484,368,22
15500,0.0,-8.0,-42.0,512,484,368,23
15533,0.0,-8.0,-42.0,512,484,368,25
15567,0.0,-8.0,-42.0,512,484,368,27
15600,0.0,-8.0,-42.0,512,484,368,29
15633,0.0,-8.0,-42.0,512,484,368,31
15667,0.0,-8.0,-42.0,512,484,368,33
15700,0.0,-8.0,-42.0,512,484,368,35
15733,0.0,-8.0,-42.0,512,484,368,37
15767,0.0,-8.0,-42.0,512,484,368,39
15800,0.0,-8.0,-42.0,512,484,368,41
15833,0.0,-8.0,-42.0,512,484,368,44
15867,0.0,-8.0,-42.0,512,484,368,46
15900,0.0,-8.0,-42.0,512,484,368,48
15933,0.0,-8.0,-42.0,512,484,368,50
15967,0.0,-8.0,-42.0,512,484,368,52
16000,0.0,-8.0,-42.0,512,484,368,54
16033,0.0,-8.0,-42.0,512,484,368,56
16067,0.0,-8.0,-42.0,512,484,368,58
16100,0.0,-8.0,-42.0,512,484,368,60
16133,0.0,-8.0,-42.0,512,484,368,62
16167,0.0,-8.0,-42.0,512,484,368,64
16200,0.0,-8.0,-42.0,512,484,368,66
16233,0.0,-8.0,-42.0,512,484,368,67
16267,0.0,-8.0,-42.0,512,484,368,69
16300,0.0,-8.0,-42.0,512,484,368,71
16333,0.0,-8.0,-42.0,512,484,368,72
16367,0.0,-8.0,-42.0,512,484,368,73
16400,0.0,-8.0,-42.0,512,484,368,74
16433,0.0,-8.0,-42.0,512,484,368,76
16467,0.0,-8.0,-42.0,512,484,368,76
16500,0.0,-8.0,-42.0,512,484,368,77
16533,0.0,-8.0,-42.0,512,484,368,78
16567,0.0,-8.0,-42.0,512,484,368,79
16600,0.0,-8.0,-42.0,512,484,368,79
16633,0.0,-8.0,-42.0,512,484,368,79
16667,0.0,-8.0,-42.0,512,484,368,80
16700,0.0,-8.0,-42.0,512,484,368,80
16733,0.0,-8.0,-42.0,512,484,368,80
16767,0.0,-8.0,-42.0,512,484,368,80
16800,0.0,-8.0,-42.0,512,484,368,80
16833,0.0,-8.0,-42.0,512,484,368,79
16867,0.0,-8.0,-42.0,512,484,368,79
16900,0.0,-8.0,-42.0,512,484,368,79
16933,0.0,-8.0,-42.0,512,484,368,79
16967,0.0,-8.0,-42.0,512,484,368,79
17000,0.0,-8.0,-42.0,512,484,368,78
17033,0.0,-8.0,-42.0,512,484,368,78
17067,0.0,-8.0,-42.0,512,484,368,78
17100,0.0,-8.0,-42.0,512,484,368,77
17133,0.0,-8.0,-42.0,512,484,368,77
17167,0.0,-8.0,-42.0,512,484,368,76
17200,0.0,-8.0,-42.0,512,484,368,76
17233,0.0,-8.0,-42.0,512,484,368,75
17267,0.0,-8.0,-42.0,512,484,368,75
17300,0.0,-8.0,-42.0,512,484,368,74
17333,0.0,-8.0,-42.0,512,484,368,74
17367,0.0,-8.0,-42.0,512,484,368,73
17400,0.0,-8.0,-42.0,512,484,368,72
17433,0.0,-8.0,-42.0,512,484,368,71
17467,0.0,-8.0,-42.0,512,484,368,71
17500,0.0,-8.0,-42.0,512,484,368,70
17533,0.0,-8.0,-42.0,512,484,368,69
17567,0.0,-8.0,-42.0,512,484,368,68
17600,0.0,-8.0,-42.0,512,484,368,68
17633,0.0,-8.0,-42.0,512,484,368,67
17667,0.0,-8.0,-42.0,512,484,368,66
17700,0.0,-8.0,-42.0,512,484,368,65
17733,0.0,-8.0,-42.0,512,484,368,64
17767,0.0,-8.0,-42.0,512,484,368,63
17800,0.0,-8.0,-42.0,512,484,368,62
17833,0.0,-8.0,-42.0,512,484,368,61
17867,0.0,-8.0,-42.0,512,484,368,60
17900,0.0,-8.0,-42.0,512,484,368,59
17933,0.0,-8.0,-42.0,512,484,368,58
17967,0.0,-8.0,-42.0,512,484,368,57
18000,0.0,-8.0,-42.0,512,484,368,56
18033,0.0,-8.0,-42.0,512,484,368,55
18067,0.0,-8.0,-42.0,512,484,368,54
18100,0.0,-8.0,-42.0,512,484,368,53
18133,0.0,-8.0,-42.0,512,484,368,52
18167,0.0,-8.0,-42.0,512,484,368,51
18200,0.0,-8.0,-42.0,512,484,368,50
18233,0.0,-8.0,-42.0,512,484,368,49
18267,0.0,-8.0,-42.0,512,484,368,47
18300,0.0,-8.0,-42.0,512,484,368,46
18333,0.0,-8.0,-42.0,512,484,368,45
18367,0.0,-8.0,-42.0,512,484,368,44
18400,0.0,-8.0,-42.0,512,484,368,43
